id,lead_kind,status,arm,company,name,email,contact_info,industry,source,address,qualification_status,pain_point,notes,sent_at,last_contact_at,created_at
6232d9bb-06a0-48c5-9af8-80d8c7703c5e,outreach,Not sent,Labs,Al Makani Real Estate,,sales.almakanire@gmail.com,,Real estate brokerage,Abuja,Abuja,Qualified,Your sales.almakanire@gmail.com contact and PropertyPro template subdomain both signal that you haven't invested in web presence.,,,,2026-06-22 18:11:43.31374+00
74027c24-fe8b-4203-b25f-18bf26a82846,outreach,Not sent,Labs,Gerarland Ventures Ltd,,,,Real estate brokerage,Abuja,Abuja,Qualified,"Your only online presence is a PropertyPro template page, making it hard for potential clients to find you directly.",,,,2026-06-22 18:11:06.041697+00
55143773-4174-49ff-9749-21bef596fd3d,outreach,Not sent,Labs,Crystal Orbit Realty,,,,Nigerian diaspora real estate (US/Atlanta),"Atlanta, USA","Atlanta, USA",Qualified,"Your current website uses a generic WordPress template, which makes it hard for Crystal Orbit Realty to stand out.",,,,2026-06-22 18:10:39.285795+00
886aaf3f-aa14-450f-9922-93a2b8b64dcc,outreach,Not sent,Labs,Villa Afrika Realty,,hello@villaafrika.com,,Abuja property investment (diaspora-facing),"Abuja, Nigeria","Abuja, Nigeria",Qualified,I noticed your current WordPress site has a really poor mobile experience.,,,,2026-06-22 18:10:11.330107+00
5c879e81-c721-4af2-810a-bfa9d448ad7d,outreach,Not sent,Labs,Globalink Immigration Canada,,,,Canadian immigration consultancy,"Toronto, Canada","Toronto, Canada",Qualified,"It looks like you're doing great work with Globalink Immigration Canada, but anyone searching for your services online wouldn't find you.",,,,2026-06-22 18:10:00.469966+00
581ba272-0d30-42ea-97e8-405b36d98766,outreach,Not sent,Labs,Rightmove Immigration (UK),,,,Immigration advisory,"London, UK","London, UK",Qualified,An OISC-registered firm with no website loses potential clients to every competitor who has one — immigration seekers always verify credentials online before they call.,,,,2026-06-22 18:09:54.118148+00
1f0ec0ab-7a0a-4cbd-a6f4-5e41ff025f0f,outreach,Not sent,Labs,Chuku's Nigerian Tapas,,hello@chukus.co.uk,,Nigerian tapas restaurant,"London, UK","London, UK",Qualified,Your Squarespace site doesn't fully tell the story of Nigeria's first tapas concept.,,,,2026-06-22 18:09:49.228017+00
2c79c0db-152e-4383-9a51-9c85ca22d184,outreach,Not sent,Labs,Ikoyi London,,reservations@ikoyilondon.com,,Modern Nigerian fine dining,"London, UK","London, UK",Qualified,"For a Michelin-starred restaurant like Ikoyi London, a clunky mobile reservation flow is a clear mismatch with the high-end experience you offer.",,,,2026-06-22 18:09:44.795634+00
a7b94e10-97e8-4e76-9d7e-3fc21aa08aa7,outreach,Not sent,Labs,Nkoyo,,info@nkoyorestaurant.co.uk,,Nigerian restaurant,"London, UK","London, UK",Qualified,"I noticed your WordPress site, last updated in 2021, doesn't offer online booking for your King's Cross restaurant.",,,,2026-06-22 18:09:35.708567+00
364a0c4a-f937-43fa-bc84-02a78a14230c,outreach,Not sent,Labs,Transcorp Hilton (restaurant marketing),,restaurant@transcorphilton.com,,Hotel restaurant,Abuja,Abuja,Qualified,Your restaurant pages are buried inside a hotel site that isn't mobile-optimised.,,,,2026-06-22 18:09:32.022448+00
56b58a45-d472-4071-ba1a-0d428b34cc3f,outreach,Not sent,Labs,Southern Comfort Abuja,,,,Restaurant + bar,Abuja,Abuja,Qualified,"You don't have a website at all, which means you're invisible to potential customers who haven't heard of you yet.",,,,2026-06-22 18:09:28.954083+00
2eeb30ab-8242-45d2-8d17-aa8e0423c9a3,outreach,Not sent,Labs,Aelex Partners,,info@aelex.com,,Corporate + commercial law,Lagos,Lagos,Qualified,"Your mobile site is broken, and your news section is outdated, making one of Nigeria's top commercial law firms look inactive online.",,,,2026-06-22 18:09:20.323764+00
6e53e051-3159-4edb-9da3-531b7c489bf2,outreach,Not sent,Labs,Udo Udoma & Belo-Osagie,,lagos@uubo.org,,Corporate + finance law,Lagos,Lagos,Qualified,Your website's mobile layout feels a bit dated and doesn't quite match the prestige of a Tier 1 firm like Udo Udoma & Belo-Osagie.,,,,2026-06-22 18:09:17.293531+00
ef4dacef-6c54-4e18-bb67-6dbd9ad67b7d,outreach,Not sent,Labs,Olisa Agbakoba Legal (OAL),,info@oalegal.com,,Maritime + commercial law,Lagos,Lagos,Qualified,Your current website looks quite dated and isn't very mobile friendly.,,,,2026-06-22 18:09:13.253407+00
c42ab9b8-0c69-4fd2-bfcc-e8286c5cb0f2,outreach,Not sent,Labs,Pwan Stars Limited,,,,Real estate brokerage,Lagos,Lagos,Qualified,"You have a strong Facebook presence, but no website to truly own your online hub.",,,,2026-06-22 18:09:09.584169+00
3feba1c8-e101-476d-b032-612f41b1ffbc,outreach,Not sent,Labs,Green Habitat Limited,,info@greenhabitatltd.com,,Real estate development,Lagos,Lagos,Qualified,"Your current site doesn't feature a portfolio gallery, making it hard for potential buyers to visualise your properties.",,,,2026-06-22 18:09:05.487014+00
6c992394-af5e-409a-90a2-7777cb4dc99d,outreach,Not sent,Labs,Property Mart Real Estate,,info@propertymart.com.ng,,Real estate brokerage,Lagos,Lagos,Qualified,"Your website's listings plugin seems to be broken, meaning potential buyers can't browse properties.",,,,2026-06-22 18:09:00.70935+00
e1a69f14-43a9-4825-a81a-39b73a21d976,outreach,Not sent,Labs,Nile Specialist Hospital (Abuja),,,,Specialist hospital,Abuja,Abuja,Qualified,Your website is difficult to use on a mobile phone and doesn't offer online booking.,,,,2026-06-22 18:08:54.945651+00
9e82d58c-8931-40ab-bc14-fcf764bc1be4,outreach,Not sent,Labs,Garki Medical Centre,,info@garkimedicalcentre.com,,General + specialist clinic,Abuja,Abuja,Qualified,Your current website is a bare HTML page from 2015 with no services list or booking option.,,,,2026-06-22 18:08:49.891609+00
0393c493-1a4b-4585-abc1-b145b617af98,outreach,Not sent,Labs,Smile Again Dental Clinic,,,,Dental clinic,Abuja,Abuja,Qualified,"You don't have a website at all for Smile Again Dental Clinic, which means potential patients can't easily find you or book appointments online.",,,,2026-06-22 18:08:43.28981+00
ed21c9d5-9ca8-4564-960f-9dee01b502c9,outreach,Not sent,Labs,Tonbofa & Associates,,,,Immigration + family law,Abuja,Abuja,Qualified,It looks like Tonbofa & Associates doesn't have a website at all yet.,,,,2026-06-22 18:08:29.424571+00
b05c36cf-399d-4e74-b6d1-d37953b13538,outreach,Not sent,Labs,Dikko & Mahmoud,,info@dikkomahmoud.com,,Corporate + property law,Abuja,Abuja,Qualified,Your current site appears to be from 2018 and isn't optimised for phones.,,,,2026-06-22 18:08:16.307408+00
619a7a09-9d8f-47c2-8633-e19fdf9699e8,outreach,Not sent,Labs,Afe Babalola & Co (Abuja branch),,info@afebabalola.com,,Civil + commercial litigation,Abuja,Abuja,Qualified,"Your Abuja branch's website looks quite dated, and the bios haven't been updated in a while.",,,,2026-06-22 18:06:38.802456+00
3b87313c-9b87-458f-a8b2-7d9e3d87b29b,outreach,Not sent,Labs,Zartech Properties,,,,Real estate + land sales,Abuja,Abuja,Qualified,"I noticed Zartech Properties doesn't have a website yet, relying instead on Facebook and WhatsApp.",,,,2026-06-22 18:06:19.162149+00
84dc8492-701e-4bb3-88be-f60d6c89c176,outreach,Not sent,Labs,Topmark Properties,,,,Real estate brokerage,Abuja,Abuja,Qualified,Your website currently shows a 'not secure' warning in browsers because it lacks an SSL certificate.,,,,2026-06-22 18:06:01.372028+00
c063648e-d3fe-478c-a8ba-ab3b56f0256d,outreach,Not sent,Labs,CHI Real Estate,,info@chirealestateabuja.com,,Real estate brokerage,Abuja,Abuja,Qualified,"Your website looks like every other Elementor template, with no personality or differentiation.",,,,2026-06-22 18:05:54.712768+00
2ba637e5-a27b-4260-aed5-b9dc86087cb5,outreach,Not sent,Motion,RSVP Lagos,,info@pistachiofoods.com,,Restaurant,Directory listing,"Victoria Island, Lagos",Qualified,It looks like there's no video on the RSVP Lagos website.,,,,2026-06-21 09:43:39.580054+00
e8b6f230-48b8-4378-810d-9a7013b834cc,outreach,Not sent,Motion,Gold Aura,,goldaura.ng@gmail.com,,Perfumes/Fragrance,Finelib directory,"Yaba, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
f6e9de61-9466-4b36-8436-a116aad0ba5c,outreach,Not sent,Motion,iPerfumes,,dayo17@gmail.com,,Perfumes/Fragrance,Finelib directory,"Ikoyi, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
d5c0b2f4-f2cf-4fdb-9f6a-b0852f9203ca,outreach,Not sent,Motion,Abc Organics World,,abcorganicsw@gmail.com,,Skincare,Finelib directory,"Gwagwalada, Abuja",Low priority,,,,,2026-06-21 09:43:39.580054+00
636e1fed-049a-4b50-9cca-84406491c862,outreach,Not sent,Motion,La Mimz Concepts Limited,,mimi.nongo@lamimz.com,,Cosmetics,Finelib directory,"Wuse 2, Abuja",Qualified,It looks like you don't have any video content on your website.,,,,2026-06-21 09:43:39.580054+00
893f8688-d471-4a5b-a737-150174b10fc7,outreach,Not sent,Motion,Vinicksnatural Skincare Organics,,vinicksnatural1@gmail.com,,Skincare,Finelib directory,"Gwarinpa, Abuja",Qualified,I noticed there aren't any videos on your Vinicksnatural Skincare Organics website.,,,,2026-06-21 09:43:39.580054+00
87c134c6-4aff-473a-bfd6-ceda1ec53084,outreach,Not sent,Motion,Nectar Beauty Hub (Balogun outlet),,balogunoutlet@nectarbeautyhub.com,,Skincare/Beauty retail,Company site,"Balogun, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
46b54b33-04cb-42d0-85d4-48c637e686da,outreach,Not sent,Motion,Optad Naturals,,Optadnaturalsworld@gmail.com,,Skincare,Finelib directory,"Ajah, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
693e883b-c3ba-43da-9961-133ca391725c,outreach,Not sent,Motion,Perona Beauty Store,,peronastores@yahoo.com,,Cosmetics,Finelib directory,"Lekki, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
00b3aa07-a90e-407e-b924-293811f7ebe2,outreach,Not sent,Motion,Skinsational Skincare,,skinsational@live.co.uk,,Skincare,Finelib directory,"Surulere, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
2ba53954-91c8-4b16-a3f5-0430b1337dd3,outreach,Not sent,Motion,Kuddy Cosmetics,,info@kuddycosmetics.com,,Cosmetics,Finelib directory,"Ojo, Lagos",Qualified,"I noticed there's no video on the Kuddy Cosmetics website, only static images of your products.",,,,2026-06-21 09:43:39.580054+00
3556c561-1a42-4320-b537-7d1ad43f749b,outreach,Not sent,Motion,Style City,,stylecityboutiqueng@gmail.com,,Fashion/Apparel,Finelib directory,"Yaba, Lagos",Qualified,I noticed there aren't any videos on the Style City website to show off your latest fashion collections.,,,,2026-06-21 09:43:39.580054+00
e05135c7-aa74-4b1a-acbd-8954a6ef9286,outreach,Not sent,Motion,BAE Enterprise,,baeenterprise93@gmail.com,,Cosmetics,Finelib directory,"Agege, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
b5fce22e-abdb-4bdf-bcdd-18de98b69897,outreach,Not sent,Motion,Fruits2go,,hello@fruits2go.ng,,Beverage,Company site,"Multiple outlets, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
aa599bf4-37c5-4302-8076-918f57845180,outreach,Not sent,Motion,Fruitizz,,fruitizzlekki@gmail.com,,Beverage,Finelib directory,"Lekki Phase I, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
d91af73b-860b-449b-bbce-3b171d89826a,outreach,Not sent,Motion,GoodLife Magik,,goodlifemagik@gmail.com,,Beverage,Finelib directory,"Surulere, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
4200e83c-6be5-498b-9abc-7e1a64d7515c,outreach,Not sent,Motion,Simply Green Juices,,info@simplygreenjuice.com,,Beverage,Finelib directory,"Victoria Island, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
6328358a-6214-496f-82da-114a6736e600,outreach,Not sent,Motion,tWIF Clothing,,twifclothing@gmail.com,,Fashion/Apparel,Company site,"Ikeja/Lekki, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
435c3d90-fe1e-4be9-9b2c-470ce38e991d,outreach,Not sent,Motion,Eve Signature,,info@evesignature.com,,Fashion/Apparel,Finelib directory,"Ikorodu, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
3a3b8a3d-ce3b-4f1a-aa96-13792931cf25,outreach,Not sent,Motion,Rhubarb Fashion,,rhubarbresources@gmail.com,,Fashion/Apparel,Finelib directory,"Lagos Island, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
d9af51ca-445c-48a1-979f-4f8e43b3f5ac,outreach,Not sent,Motion,Drink Healthy Nigeria,,support@drinkhealthy.ng,,Beverage,Company site,Lagos,Low priority,,,,,2026-06-21 09:43:39.580054+00
c5d693cf-867e-4226-8363-8c0cccce85e3,outreach,Not sent,Motion,Odiluxe Cosmetics,,hello@odiluxecosmetics.com,,Cosmetics,ConnectCiti directory,"Opebi, Ikeja, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
dac12c0f-bd1c-4b6a-a44c-8e62c4f1d233,outreach,Not sent,Motion,House of Luxury Collections,,theluxurylifestyle1020@gmail.com,,Fashion/Apparel,Facebook listing,"Lekki Phase 1, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
bf8db29f-b16c-4af1-8ba6-8dc64825f018,outreach,Not sent,Motion,Bonheur Perfumes,,sales@bonheurperfumes.com,,Perfumes/Fragrance,Finelib directory,"Victoria Island, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
a7164c3f-e065-46e2-8767-26a3586a1f4d,outreach,Not sent,Motion,Zandikam Luxury Addict,,zandikamvisage@gmail.com,,Perfumes/Fragrance,Finelib directory,"Lekki, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
b69de65b-b96c-407f-8219-9046fed48dcc,outreach,Not sent,Motion,CrestalSpa Cosmetics,,contact@crestalspa.com,,Cosmetics/Skincare,Finelib directory,"Maitama, Abuja",Low priority,,,,,2026-06-21 09:43:39.580054+00
1ffc53cc-52b0-495c-83d3-1b5636bfa4ad,outreach,Not sent,Motion,R&R Luxury,,info@randrluxury.com,,Skincare,Finelib directory,"Lekki Phase 1, Lagos",Qualified,"Your website doesn't currently feature any video content, which could be a missed opportunity to showcase your beautiful skincare products.",,,,2026-06-21 09:43:39.580054+00
729c8e7a-2b01-4434-84b3-66e53a07cf02,outreach,Not sent,Motion,Lamy Skincare,,lamyskincare@gmail.com,,Skincare,Finelib directory,"Ojodu Berger, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
a53d714c-8e30-40db-9753-1eae04913c71,outreach,Not sent,Motion,Zaron Cosmetics,,info@zaroncosmetics.com,,Cosmetics,Finelib directory,"Ikoyi, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
5eec7323-df72-4172-ae4b-7dbe1a65b505,outreach,Not sent,Motion,SheaTribe,,hellosheatribe@gmail.com,,Skincare,Finelib directory,"Surulere, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
f6da49b3-0c00-47ec-9774-9f148cbc03dd,outreach,Not sent,Motion,SLoW Lagos,,info@slowlagos.com,,Restaurant,Company site,"Victoria Island, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
de66e5b9-46eb-4ecd-a1f0-c3c12ac75ffb,outreach,Not sent,Motion,Habeebat Fashion Store,,care@habeebat.com,,Fashion/Apparel,Facebook page,"Victoria Island, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
391a99b1-3ae3-4098-914a-f63ee8560a94,outreach,Not sent,Motion,Arami Essentials,,info@aramiessentials.com,,Skincare,Finelib directory,Lagos,Low priority,,,,,2026-06-21 09:43:39.580054+00
53f78e7a-b8e1-45f9-938c-b3e70967dc82,outreach,Not sent,Motion,Glam O' Sphere Boutique,,info@myglamosphere.com,,Cosmetics/Skincare,Finelib directory,"Shomolu, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
ab4a4562-2000-4ff9-9315-99cb66d4aca6,outreach,Not sent,Motion,Adunni Organics,,info@adunniorganics.com,,Skincare,Finelib directory,"Ikeja, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
9d22f3fc-7d2b-47c1-8466-afb279c626d2,outreach,Not sent,Motion,Inner Beautee,,info@innerbeautee.com,,Skincare,Finelib directory,"Victoria Island, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
b4fccce6-53a8-4ab3-b523-d31c9117871a,outreach,Not sent,Motion,Nectar Beauty Hub (Lekki outlet),,lekkioutlet@nectarbeautyhub.com,,Skincare/Beauty retail,Company site,"Lekki, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
57375ee8-2e56-41c9-895b-b1337dfaa3fa,outreach,Not sent,Motion,Busen Homme,,info@busenworld.com,,Fashion/Apparel,Finelib directory,"Victoria Island, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
eb05d0e2-f105-4887-90bf-676eb72c290e,outreach,Not sent,Motion,Nectar Beauty Hub (Surulere outlet),,surulereoutlet@nectarbeautyhub.com,,Skincare/Beauty retail,Company site,"Surulere, Lagos",Low priority,,,,,2026-06-21 09:43:39.580054+00
